distance_km,current_speed,preceding_gap_km,signal_aspect,congestion_index,weather_impact,speed_restriction,actual_time_mins
84,75.01,17.98,0,0.86,1.2,110,148.66
68,74.28,16.15,2,0.69,1.0,80,67.47
68,47.48,15.43,0,0.94,1.0,80,158.58
55,69.56,14.54,2,0.24,1.0,30,115.58
68,71.92,20.59,2,0.89,1.2,110,82.29
68,93.06,15.06,2,0.42,1.0,80,59.31
76,58.89,12.96,1,0.79,1.2,110,168.24
62,63.52,6.92,0,0.77,1.0,80,110.3
84,97.25,13.34,2,0.79,1.0,80,76.37
84,90.07,2.89,1,0.91,1.2,80,141.19
68,106.18,16.16,0,0.69,1.5,80,139.06
76,53.64,8.72,1,0.79,1.0,110,154.79
76,103.51,6.92,1,0.15,1.0,110,77.96
84,54.28,15.8,2,0.26,1.0,50,107.06
15,51.61,12.59,2,0.29,1.0,80,24.73
68,104.15,11.56,1,0.72,1.2,30,283.85
68,85.27,21.2,2,0.89,1.5,80,91.34
76,107.0,8.22,1,0.68,1.2,110,96.23
84,109.06,24.26,1,0.9,1.0,80,120.29
68,103.19,12.86,2,0.68,1.0,110,51.34
62,46.63,22.31,2,0.72,1.2,80,108.48
84,59.74,23.36,1,0.33,1.0,110,149.52
15,51.35,9.35,2,0.29,1.5,80,32.79
55,106.01,12.5,2,0.27,1.0,110,37.32
68,109.73,17.7,2,0.99,1.0,30,151.84
68,65.11,4.22,2,0.71,1.2,30,282.77
55,73.06,7.34,2,0.72,1.0,110,58.33
55,99.75,22.96,2,0.83,1.0,30,123.77
84,109.17,19.06,2,0.31,1.0,50,107.29
76,107.94,11.81,2,0.37,1.0,110,49.93
55,103.37,14.5,2,0.79,1.0,110,45.42
84,99.73,4.99,2,0.11,1.2,80,129.42
62,83.35,23.71,2,0.29,1.5,80,74.81
68,74.83,19.31,2,0.35,1.2,110,74.22
62,92.75,7.53,2,0.85,1.0,110,53.85
62,78.07,19.03,2,0.47,1.0,30,133.16
62,73.63,8.02,1,0.14,1.2,110,105.53
84,104.15,23.16,0,0.91,1.5,30,434.76
15,73.71,3.17,2,0.57,1.0,30,59.03
62,94.42,12.0,2,0.73,1.5,80,82.21
76,82.94,19.12,2,0.18,1.0,50,94.78
76,70.5,14.57,2,0.35,1.0,110,74.28
76,62.27,3.02,1,0.26,1.0,110,125.53
76,106.55,8.12,1,0.91,1.0,80,112.7
76,87.49,16.33,0,0.7,1.0,110,98.04
84,71.07,15.62,1,0.24,1.2,80,146.82
84,75.86,20.25,2,0.74,1.0,30,181.44
76,85.74,17.0,2,0.3,1.0,110,59.75
68,81.29,19.17,2,0.49,1.0,110,58.8
55,88.84,11.95,2,0.55,1.0,110,46.34
62,49.14,10.99,2,0.43,1.5,80,121.21
84,55.47,3.93,2,0.89,1.0,80,166.3
68,109.81,11.25,2,0.59,1.0,50,93.38
84,51.65,13.76,2,0.76,1.0,80,111.41
84,49.7,5.83,2,1.0,1.0,80,120.06
68,61.11,22.48,2,0.61,1.0,50,92.6
84,78.43,12.43,1,0.7,1.0,50,179.99
84,76.95,8.48,1,0.68,1.0,110,120.94
55,86.91,11.17,2,0.55,1.0,110,49.2
68,56.11,10.59,0,0.63,1.0,110,132.33
15,85.64,9.0,2,0.7,1.0,110,21.64
15,102.16,15.47,2,0.26,1.2,110,16.46
84,98.54,17.36,2,0.7,1.2,80,87.14
68,95.36,19.87,2,0.75,1.0,80,65.08
76,81.23,17.07,2,0.78,1.0,80,72.25
55,94.5,23.92,0,0.13,1.0,110,60.75
55,95.43,24.32,2,0.7,1.2,50,93.59
62,101.96,20.08,2,0.16,1.0,50,79.85
55,67.49,20.27,2,0.32,1.5,80,82.52
15,47.52,3.31,2,0.43,1.0,110,39.98
62,47.99,25.0,2,0.92,1.5,110,127.6
84,93.51,3.67,2,0.68,1.0,110,101.63
15,50.24,21.35,1,0.96,1.0,80,45.61
15,107.82,12.99,2,0.22,1.5,110,16.78
55,102.29,4.51,1,0.71,1.0,80,81.58
68,106.75,8.77,1,0.14,1.0,80,87.73
68,64.13,3.02,1,0.64,1.0,110,116.8
68,84.16,24.76,0,0.25,1.0,80,90.75
55,89.75,16.09,2,0.84,1.0,50,80.03
62,96.12,3.54,2,0.77,1.0,50,137.78
15,54.89,4.0,2,0.84,1.2,110,47.16
84,71.25,22.65,0,0.26,1.2,110,148.15
62,40.72,2.6,0,0.63,1.0,50,162.14
55,48.78,21.77,2,0.29,1.2,30,138.23
55,78.83,23.85,0,0.78,1.0,80,85.1
62,85.85,13.31,2,0.91,1.2,110,67.43
68,46.19,18.38,2,1.0,1.0,80,103.96
62,65.21,10.46,2,0.76,1.2,80,82.09
84,46.7,7.95,2,0.77,1.5,110,176.7
55,72.28,14.8,2,0.86,1.0,110,62.23
55,76.34,9.97,2,0.25,1.0,110,48.11
55,76.12,14.99,0,0.43,1.0,110,82.47
15,103.59,7.41,2,0.57,1.0,110,19.69
55,81.88,4.4,2,0.14,1.0,110,70.97
84,90.57,11.45,2,0.87,1.5,50,166.14
55,54.33,14.87,2,0.93,1.2,80,88.49
15,89.83,18.62,1,0.7,1.0,80,31.6
55,96.62,24.39,2,0.39,1.0,110,43.41
84,58.63,22.32,2,0.35,1.0,80,92.93
15,64.73,5.3,2,0.66,1.2,80,28.14
55,61.67,2.33,2,0.72,1.0,110,102.09
15,65.79,14.96,2,0.69,1.0,110,25.04
68,50.44,2.4,2,0.39,1.0,110,142.41
62,79.9,19.03,1,0.53,1.0,110,86.77
15,72.0,20.12,2,0.47,1.2,110,24.81
62,66.17,16.82,2,0.69,1.0,110,68.52
76,67.83,14.45,2,0.3,1.0,110,73.11
15,105.98,6.67,2,0.95,1.0,110,25.7
68,61.3,8.41,2,0.31,1.0,80,73.34
68,70.91,20.54,2,0.96,1.0,110,73.02
62,95.79,18.17,2,0.38,1.0,110,47.07
84,104.12,8.17,2,0.32,1.5,30,259.34
68,61.58,17.39,2,0.5,1.2,110,88.29
62,75.93,11.22,1,0.23,1.2,50,152.78
62,97.39,10.52,2,0.55,1.0,110,46.72
68,96.66,18.42,2,0.56,1.0,110,53.44
55,81.34,18.83,1,0.56,1.0,110,78.16
15,73.18,8.76,2,0.26,1.0,80,18.63
15,93.24,2.55,2,0.11,1.0,80,22.78
62,79.1,3.52,2,0.16,1.0,80,82.05
84,62.69,3.8,2,0.17,1.5,80,204.45
68,108.18,2.55,1,0.38,1.0,50,142.91
15,78.46,8.57,1,0.12,1.0,110,24.3
55,62.77,24.1,2,0.11,1.0,30,113.33
84,42.29,4.68,2,0.73,1.0,110,209.95
62,98.76,9.8,2,0.95,1.0,30,139.03
76,83.24,19.85,2,0.32,1.2,80,76.43
55,49.01,3.85,2,0.54,1.0,110,122.08
62,72.48,12.35,1,0.98,1.0,110,100.58
84,105.53,19.23,2,0.86,1.0,50,116.67
76,75.25,7.27,2,0.9,1.0,110,75.58
84,94.25,5.05,2,0.9,1.2,110,80.74
55,55.49,17.29,2,0.33,1.0,110,66.37
62,78.57,14.76,2,0.38,1.0,110,55.7
62,94.33,19.19,2,0.87,1.0,50,89.2
76,69.64,3.62,2,0.38,1.0,110,118.32
55,102.47,22.73,0,0.21,1.2,110,70.26
55,40.6,9.42,2,0.78,1.0,50,94.36
55,73.79,22.56,2,0.5,1.0,110,55.51
62,96.13,3.25,2,0.29,1.0,30,212.9
15,58.7,4.36,2,0.73,1.0,50,45.87
15,50.08,23.45,1,0.69,1.0,110,41.95
62,55.19,3.32,2,0.38,1.0,30,215.01
68,70.15,6.7,2,0.98,1.0,110,74.59
76,48.55,18.87,1,0.75,1.2,80,200.82
15,55.37,20.29,2,0.89,1.0,110,31.33
55,95.73,20.91,2,0.52,1.2,110,52.49
76,97.42,2.95,2,0.6,1.0,110,90.12
15,68.87,14.64,1,0.61,1.2,110,35.13
55,101.9,21.98,2,0.73,1.0,80,55.14
76,102.47,19.34,2,0.64,1.0,50,102.01
76,82.42,12.28,2,0.81,1.0,110,69.38
55,68.32,20.78,1,0.85,1.0,50,123.78
62,53.78,4.96,2,0.93,1.0,110,131.88
68,93.89,13.73,2,0.61,1.5,110,75.69
76,58.39,24.57,1,0.96,1.0,30,269.4
55,83.66,11.65,2,0.35,1.0,50,71.12
62,46.14,10.79,1,0.53,1.0,110,142.15
68,43.59,4.04,2,0.44,1.0,110,165.39
84,89.36,24.21,1,0.11,1.0,50,172.65
84,49.51,4.67,2,0.54,1.5,110,264.71
84,100.99,11.53,2,0.52,1.0,50,109.76
15,101.09,5.36,2,0.39,1.0,110,16.51
76,89.64,7.66,1,0.29,1.0,80,100.94
55,56.65,17.64,1,0.83,1.0,50,125.19
62,42.75,10.5,0,0.76,1.0,30,220.73
15,100.65,19.85,2,0.48,1.2,50,31.37
55,94.97,18.48,2,0.47,1.0,30,119.47
84,53.81,7.6,2,0.74,1.0,30,180.21
15,58.39,17.45,1,1.0,1.0,110,41.81
55,88.94,16.46,2,0.98,1.0,110,53.85
55,45.42,23.05,2,0.2,1.0,50,77.01
84,71.33,24.98,2,0.41,1.5,80,114.14
84,43.09,10.02,2,0.18,1.0,80,121.38
84,70.7,7.49,2,0.65,1.2,80,97.4
55,99.17,13.22,2,0.21,1.0,50,71.07
15,85.58,7.59,1,0.3,1.0,30,56.83
55,98.19,3.15,2,0.85,1.0,110,70.56
68,56.43,2.46,2,0.24,1.5,110,186.07
76,106.86,2.19,2,0.36,1.0,110,80.02
62,91.2,11.48,1,0.26,1.0,50,130.26
76,86.65,23.29,0,0.54,1.0,50,161.74
55,93.39,23.64,2,0.13,1.0,110,39.44
84,101.81,15.66,2,0.96,1.2,110,74.2
62,61.71,15.02,2,0.72,1.5,50,127.05
84,62.66,16.01,2,0.49,1.5,110,130.56
84,88.29,22.4,2,0.62,1.0,80,75.69
62,96.42,16.91,2,0.42,1.5,110,67.99
55,68.13,5.36,2,0.82,1.2,30,145.43
55,72.79,13.45,1,0.37,1.0,110,82.02
68,95.6,20.4,1,0.12,1.0,110,74.48
55,83.56,17.03,0,0.18,1.2,110,85.98
62,52.94,8.35,2,0.28,1.5,110,112.65
55,62.3,10.59,2,0.79,1.0,50,79.79
76,75.67,18.76,1,0.94,1.0,110,116.89
68,72.9,9.15,2,0.8,1.0,80,69.84
76,54.05,18.27,2,0.75,1.0,80,96.58
62,66.89,7.75,1,0.49,1.2,110,122.08
76,87.53,4.04,2,0.91,1.0,30,268.96
62,70.07,7.46,2,0.4,1.0,30,132.35
68,70.17,3.29,2,0.26,1.5,80,152.01
68,56.52,22.97,2,0.43,1.0,110,81.17
76,72.93,16.33,2,0.82,1.0,80,76.13
76,58.19,4.07,1,0.92,1.0,50,168.35
15,51.91,8.93,1,0.66,1.0,110,41.03
76,79.92,22.11,2,0.41,1.5,110,94.87
15,48.87,18.91,2,0.48,1.0,110,27.38
55,67.29,17.53,1,0.98,1.5,110,139.91
62,93.3,13.05,2,0.92,1.0,80,62.04
84,67.12,24.18,1,0.24,1.0,80,130.3
76,63.37,23.52,1,0.93,1.0,110,134.9
84,42.75,10.51,2,0.61,1.0,30,180.21
55,69.96,19.42,2,0.61,1.0,30,120.47
55,101.69,16.99,2,0.79,1.0,110,47.27
84,59.24,2.92,1,0.19,1.0,110,148.57
76,48.84,23.38,1,0.13,1.0,50,158.87
55,67.81,9.95,2,0.64,1.0,110,61.17
84,106.88,19.56,2,0.99,1.2,50,138.13
62,80.62,10.72,2,0.52,1.0,80,53.17
84,63.59,11.47,2,0.9,1.0,110,94.26
62,69.66,12.88,1,0.36,1.5,110,139.88
68,75.77,8.23,2,0.8,1.5,80,94.5
62,67.8,15.84,2,0.73,1.2,110,79.18
84,63.69,14.27,2,0.67,1.0,50,112.95
76,40.35,10.07,1,0.99,1.0,80,204.33
55,58.14,18.75,2,0.97,1.0,110,73.27
84,67.61,3.18,2,0.99,1.2,110,168.34
68,87.93,18.38,2,0.97,1.2,110,72.65
15,108.31,17.45,2,0.31,1.0,80,16.34
68,108.92,11.14,2,0.58,1.5,80,87.13
76,49.11,9.85,2,0.96,1.5,110,155.59
62,90.84,23.91,2,0.11,1.0,80,51.0
76,76.36,17.16,2,0.13,1.0,110,63.75
68,63.15,2.0,2,0.88,1.0,110,123.93
62,71.76,4.9,2,0.29,1.2,110,108.44
68,87.41,14.83,2,0.64,1.0,110,57.62
68,42.97,16.74,2,0.29,1.0,50,101.66
15,108.37,16.78,2,0.19,1.2,110,14.51
62,91.74,11.59,1,0.33,1.0,80,84.01
76,54.39,12.32,2,0.47,1.0,80,92.4
68,89.14,5.68,2,0.99,1.2,30,180.55
76,61.05,4.89,1,0.72,1.0,50,164.79
68,92.52,22.87,1,0.66,1.0,80,96.13
55,44.01,10.3,2,0.96,1.2,50,107.27
84,96.71,8.83,2,0.85,1.0,80,76.93
62,83.88,17.18,1,0.2,1.0,110,78.28
84,97.15,22.54,2,0.42,1.0,110,59.9
15,86.78,11.96,2,0.37,1.0,80,17.72
68,95.56,22.7,2,0.35,1.0,50,88.06
15,79.91,6.37,2,0.9,1.0,50,34.1
15,109.41,18.56,0,0.87,1.0,80,33.26
15,94.24,20.32,2,0.68,1.0,110,21.07
68,41.0,6.93,1,0.19,1.0,110,171.04
68,97.85,17.09,2,0.47,1.5,80,86.34
15,104.55,17.16,1,0.18,1.0,80,23.46
68,58.0,11.95,2,0.13,1.0,80,74.53
84,65.73,11.42,2,0.28,1.0,110,85.0
76,64.92,5.24,2,0.13,1.5,110,110.31
84,80.12,5.5,1,0.58,1.0,80,113.31
68,85.24,5.3,2,0.73,1.0,80,63.96
62,104.3,19.66,2,0.49,1.5,110,64.33
84,109.09,21.46,0,0.25,1.0,50,174.24
15,76.64,10.85,2,0.56,1.0,80,21.23
62,49.69,7.84,1,0.77,1.0,50,138.19
76,69.52,4.94,1,0.74,1.0,110,121.86
76,70.86,9.62,1,0.93,1.2,80,144.43
55,79.21,17.85,2,0.62,1.0,80,52.46
55,89.74,3.56,2,0.61,1.0,80,78.36
76,109.11,16.15,2,0.31,1.2,80,76.34
62,98.17,14.26,1,0.65,1.0,30,217.34
84,43.66,19.67,2,0.97,1.0,110,130.7
84,72.83,19.29,2,0.18,1.0,50,105.04
55,97.24,12.12,2,0.98,1.5,110,67.66
15,95.99,23.95,1,0.78,1.0,110,27.82
62,60.87,5.05,2,0.9,1.0,80,75.76
62,104.48,24.27,2,0.86,1.0,80,62.19
15,79.44,17.05,1,0.22,1.0,110,22.28
55,55.78,19.9,1,0.48,1.2,110,126.4
76,80.78,2.54,2,0.42,1.0,80,103.42
68,84.98,12.35,2,0.44,1.0,80,57.94
62,41.94,15.9,1,0.33,1.5,110,227.88
15,63.78,11.24,2,0.62,1.0,110,26.87
84,97.67,12.12,2,0.35,1.0,50,108.48
15,45.24,10.59,0,0.66,1.0,110,44.56
62,55.65,20.84,2,0.3,1.5,30,193.77
55,82.48,7.45,2,0.2,1.0,110,42.83
62,59.67,14.72,2,0.7,1.5,110,105.39
76,85.78,20.13,2,0.88,1.0,50,105.51
55,46.76,19.67,0,0.36,1.0,110,125.61
15,40.65,24.89,2,0.12,1.0,110,25.39
76,58.69,8.55,2,0.69,1.0,50,103.07
55,83.19,24.9,1,0.35,1.0,30,191.07
68,69.81,23.54,0,0.27,1.0,110,104.57
68,42.42,10.35,2,0.55,1.2,80,125.73
62,63.7,15.94,2,0.67,1.5,110,99.29
55,106.62,14.22,2,0.79,1.0,50,78.52
62,67.03,13.02,2,0.72,1.2,110,78.63
76,45.18,20.63,1,0.71,1.0,110,180.19
76,79.54,17.74,2,0.31,1.0,110,63.68
84,59.41,12.36,2,0.8,1.5,50,166.14
84,62.64,18.21,2,0.27,1.0,110,86.02
62,50.23,8.4,2,0.22,1.0,80,79.16
15,67.4,13.22,1,0.5,1.0,110,30.97
84,101.63,15.09,2,0.14,1.0,110,52.7
68,71.67,13.36,1,0.66,1.2,110,126.46
68,106.16,21.81,2,0.47,1.0,110,47.47
68,59.52,13.11,2,0.26,1.5,80,107.55
76,50.82,13.81,2,0.67,1.0,80,102.11
68,105.98,6.89,2,0.54,1.0,80,61.26
84,102.65,13.21,2,0.89,1.2,80,90.22
55,75.36,10.93,2,0.8,1.0,30,123.14
62,53.19,9.97,2,0.98,1.0,110,87.42
68,97.85,10.14,1,0.94,1.0,110,85.16
76,50.95,19.93,2,0.93,1.0,110,105.47
62,67.1,16.23,2,0.88,1.0,50,87.44
15,58.15,10.66,2,0.87,1.0,110,32.49
76,91.65,2.82,2,0.75,1.0,50,164.19
68,56.97,5.86,2,0.14,1.0,80,76.56
15,103.64,15.9,2,0.54,1.0,110,17.98
15,40.41,15.22,1,0.9,1.5,50,70.49
55,44.17,8.39,0,0.58,1.0,110,135.08
68,101.54,20.24,2,0.73,1.0,110,52.57
84,81.55,6.2,2,0.9,1.0,80,77.35
15,43.67,18.37,1,0.82,1.0,80,48.66
15,48.66,13.44,2,0.17,1.0,110,23.14
55,68.74,14.1,2,0.34,1.5,110,79.23
62,93.46,15.12,2,0.31,1.0,110,47.68
68,49.18,6.42,1,0.11,1.0,80,141.41
76,75.24,10.45,2,0.48,1.2,30,190.8
62,63.11,12.16,0,0.15,1.2,80,122.03
55,44.12,23.25,2,0.46,1.2,80,100.08
55,77.79,8.29,2,0.34,1.5,80,70.54
84,80.12,21.46,2,0.34,1.0,110,70.52
68,65.45,19.93,0,0.66,1.0,80,119.74
84,49.52,11.42,2,0.15,1.0,50,104.65
76,79.92,2.88,2,0.52,1.0,110,104.56
55,91.17,6.96,2,0.77,1.2,50,91.74
15,91.48,15.73,2,0.87,1.0,110,23.39
55,105.58,3.13,1,0.22,1.0,80,75.31
76,78.41,9.53,2,0.95,1.0,80,74.7
76,65.98,6.0,2,0.59,1.5,80,112.87
15,87.02,24.42,2,0.31,1.2,50,28.17
76,58.24,20.38,2,0.26,1.0,50,96.77
62,89.71,2.34,2,0.37,1.0,110,75.82
76,40.14,14.67,2,0.49,1.0,80,122.32
15,71.97,14.21,1,0.81,1.2,110,39.39
84,69.24,4.61,0,0.98,1.0,80,139.45
68,106.84,9.03,2,0.82,1.0,110,51.79
55,92.83,19.34,2,0.29,1.2,50,85.98
84,86.38,11.58,2,0.27,1.0,50,107.14
68,50.39,17.66,2,0.37,1.2,110,104.37
76,67.39,16.13,2,0.74,1.2,50,123.01
84,61.31,20.18,2,0.91,1.0,110,97.77
62,80.28,8.94,0,0.87,1.0,50,138.71
68,63.11,14.0,2,0.19,1.0,110,70.14
84,45.78,4.52,2,0.46,1.0,110,191.79
84,55.98,10.52,1,0.2,1.0,110,154.27
15,41.98,12.6,2,0.32,1.2,80,33.05
55,98.96,21.15,1,0.25,1.0,80,76.06
68,81.39,13.31,2,0.98,1.0,110,65.55
76,57.66,19.51,2,0.14,1.0,110,82.16
15,75.16,12.65,1,0.87,1.0,110,33.61
84,82.83,2.05,2,0.69,1.0,110,113.66
68,99.1,15.16,1,0.21,1.0,110,73.34
55,59.96,12.76,2,0.83,1.2,110,82.83
76,58.07,7.32,1,0.99,1.0,110,146.52
55,74.47,23.89,2,0.25,1.0,110,50.4
76,106.37,3.89,2,0.38,1.2,110,92.1
62,86.74,19.13,1,0.57,1.2,80,104.46
68,55.37,4.25,2,0.17,1.0,110,126.56
68,90.41,16.35,2,0.55,1.0,50,93.13
84,41.91,4.53,0,0.39,1.0,50,208.09
62,66.54,16.83,2,0.15,1.5,50,116.24
62,74.15,3.26,2,0.42,1.5,110,132.8
68,87.84,21.63,2,0.57,1.0,80,61.36
76,58.23,20.88,1,0.59,1.0,80,141.47
68,79.42,18.83,2,0.6,1.0,80,64.76
68,92.33,20.61,2,0.73,1.0,110,57.54
62,96.26,4.1,2,0.71,1.5,110,109.15
62,72.11,10.32,0,0.62,1.0,50,135.37
55,41.81,14.46,2,0.58,1.2,110,104.36
15,95.64,24.84,2,0.62,1.5,80,26.05
15,45.65,20.03,2,0.16,1.2,50,29.01
76,86.48,13.93,1,0.74,1.5,110,144.68
68,48.82,10.15,2,0.75,1.0,110,99.44
62,80.96,19.75,1,0.97,1.0,80,94.14
84,84.66,18.82,1,0.49,1.0,110,108.16
84,67.52,9.74,2,0.87,1.0,110,89.66
15,92.96,21.73,1,0.82,1.0,30,64.17
62,91.12,8.25,2,0.66,1.2,110,61.19
84,56.86,22.86,1,0.69,1.2,110,189.85
76,89.77,2.49,2,0.94,1.0,110,101.43
15,55.65,2.78,1,0.13,1.0,110,30.61
68,72.76,15.81,1,0.39,1.2,80,118.82
76,96.67,12.8,1,0.85,1.0,80,109.27
62,102.39,16.41,2,0.83,1.0,110,52.43
62,57.24,16.74,1,0.31,1.0,80,115.03
55,84.22,3.36,2,0.57,1.0,110,75.46
68,90.71,17.41,2,0.52,1.0,50,93.15
68,62.08,16.22,2,0.95,1.0,110,83.59
76,108.43,21.56,2,0.44,1.0,110,51.57
55,93.15,23.3,1,0.82,1.0,110,72.23
68,80.14,19.51,2,0.48,1.0,110,60.53
76,106.64,9.92,2,0.35,1.0,110,48.05
55,104.39,13.41,2,0.14,1.0,110,34.45
84,102.13,19.55,2,0.15,1.0,80,66.65
55,67.35,7.3,2,0.41,1.0,80,59.16
68,41.13,18.47,2,0.12,1.0,110,103.34
68,51.12,5.99,2,0.85,1.2,80,110.51
15,78.76,3.96,2,0.18,1.0,80,24.82
62,51.72,21.27,1,0.14,1.0,110,123.61
15,69.41,4.62,2,0.27,1.0,80,27.98
55,67.6,17.85,2,0.25,1.0,110,53.89
15,88.74,23.36,2,0.22,1.0,110,16.76
62,76.19,14.11,1,0.86,1.2,80,112.89
84,91.69,2.6,2,0.5,1.0,110,99.83
76,51.82,22.34,2,0.35,1.0,50,99.2
84,57.13,4.48,2,0.29,1.2,50,207.84
62,92.64,4.66,2,0.32,1.2,110,86.3
76,76.08,10.6,1,0.41,1.0,80,107.28
84,105.27,19.2,2,0.51,1.5,80,105.43
55,98.52,16.47,1,0.69,1.0,80,80.47
15,74.84,23.75,1,0.11,1.0,50,32.16
55,97.06,10.67,2,0.34,1.2,30,139.21
76,58.94,15.41,2,0.45,1.5,110,124.92
84,109.12,15.43,1,0.79,1.5,80,172.38
15,61.72,4.58,2,0.55,1.0,110,32.4
68,83.34,4.55,0,0.55,1.0,110,92.96
62,71.91,4.36,2,0.28,1.0,50,130.94
68,93.06,18.65,0,0.57,1.0,80,96.43
62,81.85,23.38,0,0.44,1.0,80,85.73
76,108.6,24.42,1,0.19,1.0,80,100.05
62,43.33,19.38,2,0.86,1.0,110,102.35
68,84.46,10.29,1,0.83,1.0,110,94.41
15,96.31,16.23,2,0.92,1.0,110,26.39
55,61.4,19.63,1,0.4,1.0,80,96.72
62,79.84,8.78,2,0.16,1.0,80,52.51
62,75.97,18.97,2,0.68,1.0,110,59.11
76,41.15,16.8,2,0.6,1.0,80,121.95
84,59.77,9.93,2,0.96,1.0,30,183.19
15,63.0,9.73,2,0.67,1.0,110,25.38
55,99.84,2.17,1,0.59,1.5,110,92.46
15,63.12,8.75,2,0.46,1.0,110,23.02
15,70.74,9.98,2,0.74,1.0,80,25.7
55,60.41,22.01,2,0.38,1.0,50,74.79
76,59.27,23.81,2,0.72,1.2,30,195.81
68,106.96,23.28,2,0.22,1.0,50,86.94
68,51.51,19.37,0,0.23,1.0,110,137.12
62,70.88,4.66,1,0.12,1.2,110,109.33
84,45.86,8.29,2,0.26,1.2,110,136.79
68,48.44,11.28,2,0.95,1.0,80,100.57
62,46.71,23.31,2,0.38,1.2,110,103.81
84,95.29,5.54,2,0.39,1.0,50,107.36
84,67.73,17.94,2,0.68,1.0,30,182.27
84,51.22,17.28,1,0.3,1.0,80,170.03
68,108.45,24.57,2,0.74,1.0,50,95.48
68,86.84,17.28,2,0.77,1.0,110,61.43
15,69.8,7.73,2,0.25,1.2,30,42.46
55,108.46,6.47,2,0.78,1.0,30,121.67
76,97.25,15.85,2,0.56,1.0,30,162.81
15,40.84,19.8,2,0.61,1.0,110,34.32
84,52.12,11.87,1,0.44,1.0,80,170.25
15,71.21,9.06,1,0.39,1.0,30,58.09
68,71.56,18.44,2,0.41,1.0,110,65.41
84,93.17,11.22,2,0.74,1.0,110,68.57
62,83.28,22.74,0,0.41,1.0,110,82.92
62,102.92,10.19,2,0.77,1.0,50,88.22
55,89.11,14.61,0,0.38,1.0,30,190.42
76,106.43,19.32,1,0.21,1.0,80,99.84
62,43.2,7.63,2,0.11,1.5,50,133.55
62,51.86,15.72,2,0.53,1.5,50,120.69
76,67.99,3.28,2,0.59,1.5,80,178.03
84,83.94,14.78,2,0.69,1.0,50,113.58
76,94.49,21.4,2,0.53,1.0,110,58.77
15,43.0,15.55,2,0.41,1.0,110,29.13
55,102.0,8.74,1,0.51,1.5,110,91.92
76,45.43,9.26,2,0.69,1.5,50,164.07
68,73.15,9.64,2,0.96,1.2,110,84.68
62,77.37,19.97,1,0.55,1.0,110,88.9
76,64.18,9.45,1,0.49,1.0,80,127.55
76,44.0,15.08,2,0.74,1.0,80,117.35
84,48.45,13.98,2,0.25,1.0,110,110.66
68,47.29,6.69,0,0.23,1.5,50,222.4
55,46.51,23.58,2,0.69,1.2,80,98.33
84,94.26,22.18,2,0.32,1.2,110,69.86
68,43.46,13.89,1,0.37,1.0,80,164.15
15,88.58,6.92,2,0.38,1.2,110,19.26
68,83.32,9.45,2,0.12,1.0,110,53.17
15,79.67,18.73,2,0.91,1.0,80,26.22
84,76.29,16.36,2,0.56,1.2,30,211.2
76,87.33,22.63,2,0.38,1.5,30,235.94
68,40.52,24.2,0,0.64,1.0,50,179.01
68,108.62,19.19,2,0.72,1.5,110,68.98
15,81.05,14.1,2,0.37,1.0,110,20.02
55,81.48,21.92,2,0.66,1.2,80,60.77
68,64.53,16.78,1,0.98,1.0,110,122.82
76,91.11,11.77,2,0.42,1.0,110,56.85
84,73.95,3.66,1,0.9,1.0,50,184.43
15,78.96,8.75,0,0.46,1.2,80,32.24
15,73.97,9.31,1,0.95,1.2,80,39.71
15,47.77,13.15,0,0.11,1.0,30,52.97
68,105.12,5.78,1,0.22,1.0,110,70.25
68,100.08,18.32,1,0.45,1.0,50,143.08
84,45.97,24.79,2,0.82,1.0,80,123.24
68,48.26,7.05,2,0.77,1.0,80,98.35
76,92.18,13.54,2,0.97,1.5,110,91.5
55,79.96,6.93,2,0.89,1.2,80,64.02
76,97.46,10.64,2,0.82,1.0,30,166.78
55,65.73,17.73,2,0.27,1.5,110,81.62
15,103.63,8.11,2,0.18,1.0,110,12.72
76,63.71,24.85,2,0.38,1.0,50,99.14
62,52.77,17.91,2,0.39,1.2,110,93.03
62,79.33,17.01,2,0.81,1.2,50,103.32
62,68.79,24.36,1,0.47,1.0,110,98.31
55,64.29,20.54,2,0.27,1.0,80,55.8
55,48.53,2.94,2,0.4,1.5,110,179.81
76,109.64,12.92,2,0.92,1.0,110,55.52
76,105.33,12.19,2,0.54,1.5,110,73.35
55,42.22,5.69,2,0.43,1.0,50,86.57
55,65.6,13.31,2,0.66,1.0,50,77.71
55,45.16,23.5,1,0.33,1.5,110,191.22
84,40.23,21.44,2,0.7,1.2,80,162.66
68,59.03,17.95,2,0.87,1.2,110,100.6
76,99.57,22.2,2,0.12,1.0,80,59.9
62,86.73,15.81,0,0.38,1.0,110,80.42
15,59.87,4.35,1,0.26,1.0,50,33.88
76,64.09,20.74,2,0.46,1.0,50,99.93
15,66.43,17.44,2,0.62,1.0,110,24.16
15,53.81,17.61,2,0.85,1.0,110,32.54
84,91.05,15.14,0,0.93,1.0,110,107.93
62,99.73,9.59,2,0.99,1.2,80,72.93
55,77.37,20.09,1,0.67,1.2,110,97.09
76,109.86,17.72,2,0.36,1.0,50,96.46
62,55.99,13.71,2,0.16,1.0,50,77.6
68,41.28,23.12,2,0.9,1.5,50,163.66
76,74.02,14.37,0,0.92,1.5,110,170.66
